,
,
,
,
,
,
,
,
,
,
Date,Daily Rainfall (mm)
1/1/2015,7.8
1/2/2015,1
1/3/2015,13.4
1/4/2015,64.2
1/5/2015,32.2
1/6/2015,2.8
1/7/2015,0
1/8/2015,0
1/9/2015,0.8
1/10/2015,0
1/11/2015,0
1/12/2015,0
1/13/2015,0
1/14/2015,0.4
1/15/2015,35.4
1/16/2015,6
1/17/2015,20.4
1/18/2015,16.6
1/19/2015,2.6
1/20/2015,0.4
1/21/2015,18.4
1/22/2015,14
1/23/2015,90.8
1/24/2015,40
1/25/2015,1.8
1/26/2015,2.8
1/27/2015,2.8
1/28/2015,0
1/29/2015,0
1/30/2015,0.6
1/31/2015,5.8
2/1/2015,8
2/2/2015,27
2/3/2015,0.6
2/4/2015,36
2/5/2015,27.2
2/6/2015,28.2
2/7/2015,39.2
2/8/2015,6.6
2/9/2015,3.2
2/10/2015,0.2
2/11/2015,19.6
2/12/2015,30.4
2/13/2015,19
2/14/2015,0.2
2/15/2015,0
2/16/2015,0
2/17/2015,0
2/18/2015,4
2/19/2015,11
2/20/2015,0.4
2/21/2015,0
2/22/2015,0
2/23/2015,0
2/24/2015,0.2
2/25/2015,4.6
2/26/2015,8.8
2/27/2015,0.4
2/28/2015,0
3/1/2015,1.2
3/2/2015,0
3/3/2015,0
3/4/2015,0.4
3/5/2015,1.8
3/6/2015,0.8
3/7/2015,0
3/8/2015,0.4
3/9/2015,0.4
3/10/2015,2.8
3/11/2015,13.6
3/12/2015,8.6
3/13/2015,17.4
3/14/2015,0.6
3/15/2015,0
3/16/2015,0
3/17/2015,0
3/18/2015,31
3/19/2015,35.4
3/20/2015,28.6
3/21/2015,0
3/22/2015,7
3/23/2015,9.6
3/24/2015,18.2
3/25/2015,104.4
3/26/2015,33.2
3/27/2015,26.2
3/28/2015,68.8
3/29/2015,10
3/30/2015,37.7
3/31/2015,11.6
4/1/2015,0
4/2/2015,33.7
4/3/2015,9
4/4/2015,8.4
4/5/2015,0.6
4/6/2015,0
4/7/2015,0
4/8/2015,0
4/9/2015,3.2
4/10/2015,40.2
4/11/2015,9.2
4/12/2015,24.4
4/13/2015,16.2
4/14/2015,1.5
4/15/2015,37.2
4/16/2015,3
4/17/2015,0
4/18/2015,0
4/19/2015,0
4/20/2015,1.1
4/21/2015,0.4
4/22/2015,8.2
4/23/2015,8.4
4/24/2015,1.8
4/25/2015,0
4/26/2015,4.2
4/27/2015,22.4
4/28/2015,15.4
4/29/2015,27.6
4/30/2015,4.8
5/1/2015,0.8
5/2/2015,0
5/3/2015,0
5/4/2015,19.8
5/5/2015,0.4
5/6/2015,0
5/7/2015,0
5/8/2015,0
5/9/2015,0
5/10/2015,0.4
5/11/2015,0
5/12/2015,0
5/13/2015,0
5/14/2015,0
5/15/2015,0
5/16/2015,0.2
5/17/2015,0
5/18/2015,0
5/19/2015,0
5/20/2015,0
5/21/2015,0
5/22/2015,0.2
5/23/2015,0.2
5/24/2015,0
5/25/2015,0
5/26/2015,0
5/27/2015,0
5/28/2015,0
5/29/2015,0
5/30/2015,0
5/31/2015,0
6/1/2015,7.4
6/2/2015,2.8
6/3/2015,0
6/4/2015,0
6/5/2015,0
